id,image_path,label,label_name,weight,source
5893,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e1a97f.jpg,0,buildings,1.0,visual_human_inspection
4146,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_94dc88.jpg,3,mountain,1.0,visual_human_inspection
6545,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fe1c64.jpg,0,buildings,1.0,visual_human_inspection
4141,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_94c38d.jpg,4,sea,1.0,visual_human_inspection
4870,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b3b051.jpg,0,buildings,1.0,visual_human_inspection
5732,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_da0e5c.jpg,3,mountain,1.0,visual_human_inspection
983,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_10aa60.jpg,4,sea,1.0,visual_human_inspection
3504,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7942be.jpg,2,glacier,1.0,visual_human_inspection
3968,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8cbf34.jpg,2,glacier,1.0,visual_human_inspection
3318,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7141cd.jpg,0,buildings,1.0,visual_human_inspection
3529,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7a080b.jpg,3,mountain,1.0,visual_human_inspection
5221,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c3554e.jpg,3,mountain,1.0,visual_human_inspection
3268,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6edcf8.jpg,3,mountain,1.0,visual_human_inspection
4695,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_abbb20.jpg,0,buildings,1.0,visual_human_inspection
3176,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6b3b21.jpg,3,mountain,1.0,visual_human_inspection
3257,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6e7ea2.jpg,0,buildings,1.0,visual_human_inspection
6267,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f1cd78.jpg,5,street,1.0,visual_human_inspection
5224,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c35c5e.jpg,1,forest,1.0,visual_human_inspection
1098,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_153044.jpg,5,street,1.0,visual_human_inspection
3667,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7ff225.jpg,0,buildings,1.0,visual_human_inspection
5370,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c9b93c.jpg,5,street,1.0,visual_human_inspection
4609,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a8e852.jpg,5,street,1.0,visual_human_inspection
2993,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_63e588.jpg,4,sea,1.0,visual_human_inspection
5205,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c2892d.jpg,4,sea,1.0,visual_human_inspection
3780,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8458c2.jpg,3,mountain,1.0,visual_human_inspection
6076,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e97a8e.jpg,0,buildings,1.0,visual_human_inspection
5926,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e37a1a.jpg,0,buildings,1.0,visual_human_inspection
5421,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cbddc9.jpg,0,buildings,1.0,visual_human_inspection
2768,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5b2cb3.jpg,1,forest,1.0,visual_human_inspection
1685,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2ed45d.jpg,5,street,1.0,visual_human_inspection
4836,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b21333.jpg,5,street,1.0,visual_human_inspection
6175,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ed6e0d.jpg,3,mountain,1.0,visual_human_inspection
3623,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7e344d.jpg,0,buildings,1.0,visual_human_inspection
2972,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_636324.jpg,1,forest,1.0,visual_human_inspection
3635,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7ea2c2.jpg,5,street,1.0,visual_human_inspection
3329,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_71cb65.jpg,0,buildings,1.0,visual_human_inspection
4205,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_974af1.jpg,5,street,1.0,visual_human_inspection
4376,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9f0977.jpg,3,mountain,1.0,visual_human_inspection
3499,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7924c5.jpg,3,mountain,1.0,visual_human_inspection
2684,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_57ca1a.jpg,0,buildings,1.0,visual_human_inspection
3215,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6cce25.jpg,4,sea,1.0,visual_human_inspection
1908,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_36f9a3.jpg,3,mountain,1.0,visual_human_inspection
5862,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_dff507.jpg,5,street,1.0,visual_human_inspection
5362,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c99282.jpg,1,forest,1.0,visual_human_inspection
1698,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2f7ec2.jpg,0,buildings,1.0,visual_human_inspection
6155,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ec79d9.jpg,5,street,1.0,visual_human_inspection
5093,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_bd87f7.jpg,3,mountain,1.0,visual_human_inspection
4619,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a94857.jpg,3,mountain,1.0,visual_human_inspection
1715,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_303eed.jpg,0,buildings,1.0,visual_human_inspection
4204,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_97437a.jpg,0,buildings,1.0,visual_human_inspection
1744,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_316146.jpg,0,buildings,1.0,visual_human_inspection
3207,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6c8d81.jpg,0,buildings,1.0,visual_human_inspection
4413,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a0eb2f.jpg,3,mountain,1.0,visual_human_inspection
743,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_06b206.jpg,5,street,1.0,visual_human_inspection
5750,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_daa647.jpg,0,buildings,1.0,visual_human_inspection
2741,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5a2c1d.jpg,0,buildings,1.0,visual_human_inspection
2359,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4a4678.jpg,4,sea,1.0,visual_human_inspection
996,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1164c1.jpg,2,glacier,1.0,visual_human_inspection
5723,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d99a19.jpg,3,mountain,1.0,visual_human_inspection
6290,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f2d020.jpg,5,street,1.0,visual_human_inspection
5764,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_db2a2d.jpg,3,mountain,1.0,visual_human_inspection
1782,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_329bc2.jpg,0,buildings,1.0,visual_human_inspection
4283,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9aad82.jpg,0,buildings,1.0,visual_human_inspection
3061,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_66cd36.jpg,0,buildings,1.0,visual_human_inspection
5047,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_bb0400.jpg,4,sea,1.0,visual_human_inspection
3366,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_73433f.jpg,5,street,1.0,visual_human_inspection
862,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0b803a.jpg,4,sea,1.0,visual_human_inspection
1508,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2706b9.jpg,0,buildings,1.0,visual_human_inspection
3202,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6c503f.jpg,1,forest,1.0,visual_human_inspection
2971,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_635c6b.jpg,5,street,1.0,visual_human_inspection
4628,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a9865f.jpg,5,street,1.0,visual_human_inspection
3440,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_763699.jpg,4,sea,1.0,visual_human_inspection
1617,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2c5cd2.jpg,5,street,1.0,visual_human_inspection
1095,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_14fcea.jpg,0,buildings,1.0,visual_human_inspection
4604,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a8ba5f.jpg,4,sea,1.0,visual_human_inspection
5721,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d97a5c.jpg,0,buildings,1.0,visual_human_inspection
4864,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b38e68.jpg,1,forest,1.0,visual_human_inspection
2687,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_57d89a.jpg,5,street,1.0,visual_human_inspection
4173,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_95cd11.jpg,1,forest,1.0,visual_human_inspection
6064,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e8d88f.jpg,3,mountain,1.0,visual_human_inspection
4349,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9e0459.jpg,3,mountain,1.0,visual_human_inspection
4849,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b2b67b.jpg,3,mountain,1.0,visual_human_inspection
1814,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_342cc7.jpg,4,sea,1.0,visual_human_inspection
6485,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fb1b81.jpg,1,forest,1.0,visual_human_inspection
4068,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_91124e.jpg,5,street,1.0,visual_human_inspection
4049,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9032e1.jpg,3,mountain,1.0,visual_human_inspection
4013,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8eabc2.jpg,1,forest,1.0,visual_human_inspection
4231,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_988779.jpg,3,mountain,1.0,visual_human_inspection
2719,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_591c80.jpg,1,forest,1.0,visual_human_inspection
4683,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ab45d0.jpg,2,glacier,1.0,visual_human_inspection
1995,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3ab0c2.jpg,5,street,1.0,visual_human_inspection
6504,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fc29c1.jpg,2,glacier,1.0,visual_human_inspection
5673,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d736b2.jpg,1,forest,1.0,visual_human_inspection
4058,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_90998d.jpg,5,street,1.0,visual_human_inspection
5682,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d775f9.jpg,1,forest,1.0,visual_human_inspection
