id,image,filename,pred_seed42,conf_seed42,pred_seed43,conf_seed43,pred_seed44,conf_seed44,all_agree,agreement_class,min_conf,mean_conf,margin,entropy,top1_class,top2_class,mean_prob_0,mean_prob_1,mean_prob_2,mean_prob_3,mean_prob_4,mean_prob_5,is_consensus,pair_type,ambiguity_score,review_order
1583,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2ae561.jpg,pool_2ae561.jpg,5,0.3094104826450348,0,0.3163727521896362,2,0.2077801823616027,False,-1,0.2077801823616027,0.2778544723987579,0.0125311017036437,1.7055479994323464,0,5,0.2663026054700215,0.0786933302879333,0.1345607141653696,0.1167624418934186,0.1499093870321909,0.2537715037663777,False,buildings_street,2.3041457388075175,1
5331,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c7df54.jpg,pool_c7df54.jpg,5,0.3185329139232635,1,0.2762550115585327,3,0.2780442237854004,False,-1,0.2762550115585327,0.2909440497557322,0.0102923015753428,1.699600892052708,1,3,0.1133429358402888,0.2482158442338307,0.1126190945506095,0.2379235426584879,0.0710913129150867,0.2168072660764058,False,forest_mountain,2.303704886670607,2
4847,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b29d02.jpg,pool_b29d02.jpg,4,0.2439362406730651,2,0.29466313123703,3,0.2286140620708465,False,-1,0.2286140620708465,0.2557378113269806,0.0105673323074976,1.693776721698097,2,4,0.1837906241416931,0.0345656480640172,0.2306035757064819,0.1762782484292984,0.2200362433989842,0.1547256757815679,False,glacier_sea,2.3017926171249306,3
1717,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_303ffc.jpg,pool_303ffc.jpg,5,0.2874343395233154,0,0.3371882438659668,1,0.3508863151073456,False,-1,0.2874343395233154,0.3251696328322093,0.0017596979935963,1.6693635276589218,3,1,0.2218224629759788,0.2326641877492269,0.059658841540416,0.2344238857428232,0.0622317244609197,0.1891989360253016,False,forest_mountain,2.299753239501519,4
658,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_02dd54.jpg,pool_02dd54.jpg,3,0.2704332768917084,5,0.3663994967937469,0,0.3701913952827453,False,-1,0.2704332768917084,0.3356747229894002,0.0105720361073812,1.6620058698052882,0,5,0.2930249373118083,0.1017100190122922,0.0829140295584996,0.1370384730398655,0.1028596386313438,0.282452901204427,False,buildings_street,2.2922585392771575,5
1040,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_12be42.jpg,pool_12be42.jpg,2,0.2972530424594879,5,0.2998751699924469,4,0.2975642085075378,False,-1,0.2972530424594879,0.2982308069864909,0.0278303200999895,1.6874815627722803,2,4,0.1343253006537755,0.0342688765376806,0.2394208908081054,0.190767116844654,0.2115905707081159,0.1896272351344426,False,glacier_sea,2.2895462767716905,6
5417,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cbaac9.jpg,pool_cbaac9.jpg,5,0.303482323884964,2,0.4214126765727997,3,0.3512041568756103,False,-1,0.303482323884964,0.3586997191111247,0.0134608497222264,1.6417243170897982,3,2,0.0543707646429538,0.0741159953176975,0.26030333340168,0.2737641831239064,0.11888221402963,0.2185635467370351,False,glacier_mountain,2.2844407852936035,7
983,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_10aa60.jpg,pool_10aa60.jpg,2,0.2959143817424774,3,0.3182408213615417,5,0.2644504308700561,False,-1,0.2644504308700561,0.2928685446580251,0.0474342554807663,1.6826798756105217,3,2,0.146978348493576,0.0463410665591557,0.2317312906185785,0.2791655460993449,0.1313641791542371,0.1644195194045702,False,glacier_mountain,2.2763434093946966,8
747,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_06dec0.jpg,pool_06dec0.jpg,3,0.2944066524505615,5,0.3007444441318512,0,0.4625864923000335,False,-1,0.2944066524505615,0.3525791962941487,0.0322307000557581,1.6340892322315732,0,5,0.2948530366023381,0.1013895397384961,0.0576882176101207,0.2032188574473063,0.0802280232310295,0.26262233654658,False,buildings_street,2.270888349636017,9
4136,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_94888a.jpg,pool_94888a.jpg,3,0.2970457971096039,0,0.3501182496547699,5,0.4090197086334228,False,-1,0.2970457971096039,0.3520612517992655,0.0268139789501826,1.6158902391645813,0,5,0.3122170666853587,0.0645778079827626,0.0678507015109062,0.1621457859873771,0.1078055587907632,0.2854030877351761,False,buildings_street,2.268678684379265,10
3959,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8c747e.jpg,pool_8c747e.jpg,0,0.347943365573883,5,0.5070798397064209,4,0.34650719165802,False,-1,0.34650719165802,0.4005101323127746,0.0475706905126571,1.6534638287719483,5,0,0.235222245256106,0.0419024291137854,0.0889294520020484,0.1520515258113543,0.1991014182567596,0.2827929357687632,False,buildings_street,2.2674967343239905,11
4012,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8eab7f.jpg,pool_8eab7f.jpg,3,0.2570736110210418,2,0.4075269401073456,4,0.369107723236084,False,-1,0.2570736110210418,0.3445694247881571,0.0250023355086644,1.582141364427451,2,4,0.1285628502567609,0.0289012199888626,0.2945195734500885,0.2173559715350469,0.269517237941424,0.0611431412398815,False,glacier_sea,2.2596410080230362,12
2529,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_513811.jpg,pool_513811.jpg,4,0.2913341820240021,3,0.4437975883483886,2,0.4591663777828216,False,-1,0.2913341820240021,0.3980993827184041,0.0037971387306849,1.5374390360095445,2,3,0.109625664850076,0.052821010351181,0.3190147976080577,0.3152176588773727,0.1719336509704589,0.03138719437023,False,glacier_mountain,2.2589534275644523,13
5957,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e446be.jpg,pool_e446be.jpg,0,0.2654512822628021,3,0.308550626039505,2,0.5045621991157532,False,-1,0.2654512822628021,0.3595213691393534,0.0414871325095494,1.6087513908482385,2,3,0.1905593499541282,0.0436875609060128,0.299404427409172,0.2579172948996226,0.154997132718563,0.0534342223157485,False,glacier_mountain,2.2577331377487417,14
5721,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d97a5c.jpg,pool_d97a5c.jpg,1,0.3033039569854736,0,0.3119832873344421,3,0.4015915393829345,False,-1,0.3033039569854736,0.3389595945676167,0.0199695577224096,1.5597710977647976,1,3,0.1994588449597358,0.2960427502791087,0.0319833637525638,0.2760731925566991,0.035446781044205,0.1609950413306554,False,forest_mountain,2.2559495946959935,15
1345,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1fe81e.jpg,pool_1fe81e.jpg,5,0.4224576354026794,0,0.4021203219890594,1,0.3479286134243011,False,-1,0.3479286134243011,0.3908355236053467,0.0157168159882227,1.500115010700389,5,0,0.3127259959777196,0.2093245138724645,0.0358445929984251,0.0666497349739074,0.0470123241345087,0.3284428119659424,False,buildings_street,2.240604413617183,16
3818,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_85bb64.jpg,pool_85bb64.jpg,3,0.3403811156749725,4,0.4741523265838623,2,0.4219169318675995,False,-1,0.3403811156749725,0.4121501247088114,0.0105725576480229,1.4811416593491276,3,2,0.0630110825101534,0.0332694152990976,0.2880474030971527,0.2986199607451756,0.2820548911889394,0.0349973030388355,False,glacier_mountain,2.2379989632159245,17
2415,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4c3fd9.jpg,pool_4c3fd9.jpg,3,0.4978967308998108,2,0.4075641632080078,4,0.3259978890419006,False,-1,0.3259978890419006,0.4104862610499064,0.0729617923498153,1.5738109501202844,3,2,0.096878781914711,0.0398669429123401,0.2538269658883412,0.3267887582381566,0.2207510968049367,0.0618874542415142,False,glacier_mountain,2.2283662096261962,18
2959,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_62917f.jpg,pool_62917f.jpg,5,0.5434151887893677,0,0.4097246527671814,4,0.3182407915592193,False,-1,0.3182407915592193,0.4237935443719228,0.0341434975465138,1.482981625388574,5,0,0.3063165247440338,0.0342553500086069,0.045433742304643,0.059381411721309,0.214152971903483,0.3404600222905476,False,buildings_street,2.224408389088664,19
1078,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_14385d.jpg,pool_14385d.jpg,3,0.4088918268680572,2,0.3869392573833465,4,0.3751114308834076,False,-1,0.3751114308834076,0.3903141717116038,0.0583330442508061,1.4953919513631413,4,2,0.0662116023401419,0.0258009557922681,0.2700057278076808,0.258310467004776,0.3283387720584869,0.0513324402272701,False,glacier_sea,2.2136177588584585,20
807,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_093ee9.jpg,pool_093ee9.jpg,4,0.3529956936836242,2,0.4327189326286316,3,0.5329974889755249,False,-1,0.3529956936836242,0.4395707050959269,0.0233777314424514,1.4191286469248343,3,2,0.0403915134569009,0.0273637603968381,0.3212356368700663,0.3446133683125178,0.2297252962986628,0.036670422181487,False,glacier_mountain,2.2117119552119795,21
5772,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_db9cb9.jpg,pool_db9cb9.jpg,3,0.3037767708301544,2,0.4516188204288482,4,0.2888451516628265,False,-1,0.2888451516628265,0.3480802476406097,0.086501732468605,1.5429700616788824,2,3,0.1125115975737571,0.026647866393129,0.330041100581487,0.243539368112882,0.2375158270200093,0.0497442769507567,False,glacier_mountain,2.210989979022502,22
1407,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_22686c.jpg,pool_22686c.jpg,4,0.5373762249946594,2,0.3954210579395294,3,0.3927322924137115,False,-1,0.3927322924137115,0.4418431917826335,0.0636120637257893,1.4816971667984848,4,2,0.0634984287122885,0.0295532885938882,0.2730387399593989,0.2553011377652486,0.3366508036851883,0.0419576006631056,False,glacier_sea,2.2063419118040715,23
5036,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_baa581.jpg,pool_baa581.jpg,3,0.4533382952213287,4,0.3649990856647491,2,0.3974610567092895,False,-1,0.3649990856647491,0.4052661458651225,0.0190837085247039,1.3919660181733464,3,2,0.0440687102576096,0.0218047884603341,0.3064168790976206,0.3255005876223246,0.2791210661331813,0.0230879957477251,False,glacier_mountain,2.2061395803371813,24
606,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0032e0.jpg,pool_0032e0.jpg,1,0.4898331463336944,0,0.431701123714447,5,0.4571662843227386,False,-1,0.431701123714447,0.45956685145696,0.0496086577574411,1.4468245039526382,5,0,0.2922812054554621,0.24932994445165,0.0434201651563247,0.0485051510234673,0.0245736837387084,0.3418898632129033,False,buildings_street,2.204282156531327,25
4838,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b229a3.jpg,pool_b229a3.jpg,3,0.3513838648796081,2,0.3763171136379242,4,0.3680711388587951,False,-1,0.3513838648796081,0.3652573724587758,0.0453261484702428,1.4372819231032845,2,4,0.0642863002916177,0.0215594259401162,0.333226611216863,0.2643960863351822,0.2879004627466202,0.0286311022937297,False,glacier_sea,2.2039888878488396,26
1946,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_38eb75.jpg,pool_38eb75.jpg,1,0.3815038204193115,0,0.5076209902763367,5,0.4454685747623443,False,-1,0.3815038204193115,0.4448644618193308,0.0414969623088836,1.3522764018157225,0,5,0.3915288547674815,0.1667412233849366,0.0252650169034798,0.0350541056444247,0.0313788931816816,0.3500318924585978,False,buildings_street,2.1807847431593865,27
1875,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_35fd72.jpg,pool_35fd72.jpg,1,0.389134407043457,0,0.4243119359016418,5,0.47012659907341,False,-1,0.389134407043457,0.427857647339503,0.0653371761242548,1.3550750307108237,5,0,0.3186275909344355,0.2165044670303662,0.0308007126053174,0.0236538344373305,0.0264486409723758,0.3839647670586903,False,buildings_street,2.167320203538694,28
1852,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_353dbb.jpg,pool_353dbb.jpg,1,0.5136440992355347,5,0.4984280467033386,0,0.5916808843612671,False,-1,0.4984280467033386,0.5345843434333801,0.0897575765848159,1.3971587966046577,0,5,0.3887125154336293,0.2108444198966026,0.0268512635181347,0.0289668968568245,0.045669911429286,0.2989549388488133,False,buildings_street,2.165293093030508,29
2263,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_45c9af.jpg,pool_45c9af.jpg,2,0.5007632970809937,3,0.4351345002651214,4,0.3651462197303772,False,-1,0.3651462197303772,0.4336813390254974,0.1137162446975708,1.3563810064725348,2,3,0.0387973139683405,0.0187462083995342,0.3861505587895711,0.2724343140920003,0.2621860355138778,0.0216856009016434,False,glacier_mountain,2.138684555123218,30
5827,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_de2a58.jpg,pool_de2a58.jpg,3,0.3359062075614929,4,0.5284066200256348,2,0.6548516154289246,False,-1,0.3359062075614929,0.5063881476720175,0.0833457112312316,1.2771642687601203,2,4,0.0319127844025691,0.0163033284867803,0.4329039553801219,0.1450697034597396,0.3495582441488902,0.0242519692207376,False,glacier_sea,2.1331418538892972,31
3266,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6ed9a2.jpg,pool_6ed9a2.jpg,2,0.5296293497085571,4,0.4096450805664062,3,0.4358945786952972,False,-1,0.4096450805664062,0.4583896696567535,0.1253174692392349,1.3456711682872762,2,3,0.0302110848327477,0.0260026284183065,0.3936378558476766,0.2683203866084416,0.2633779992659886,0.0184499953563014,False,glacier_mountain,2.1285108689426417,32
4480,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a3e6b3.jpg,pool_a3e6b3.jpg,1,0.3742732107639313,0,0.5345252752304077,5,0.3777291476726532,False,-1,0.3742732107639313,0.428842544555664,0.1145083059867222,1.285650798751806,0,5,0.4073850214481354,0.2463075866301854,0.0163521328940987,0.019756577288111,0.017321977764368,0.2928767154614131,False,buildings_street,2.1169902560335085,33
2497,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5023d2.jpg,pool_5023d2.jpg,1,0.4195781350135803,0,0.6090028285980225,5,0.4023842811584472,False,-1,0.4023842811584472,0.47698841492335,0.1347188899914423,1.310962131629433,0,5,0.4077541828155517,0.2565568635861079,0.0204895703742901,0.0248549425353606,0.0173091298590103,0.2730352928241094,False,buildings_street,2.1124573054939644,34
5058,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_bb95e1.jpg,pool_bb95e1.jpg,1,0.4250217378139496,0,0.6156133413314819,5,0.4137617945671081,False,-1,0.4137617945671081,0.4847989579041799,0.1805177827676137,1.3474583587213285,0,5,0.436457614103953,0.2214665686090787,0.0240831468254327,0.0394073786834875,0.0226454896231492,0.2559398313363393,False,buildings_street,2.0959268379558305,35
4560,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a6f139.jpg,pool_a6f139.jpg,3,0.4866150617599487,4,0.4345591366291046,2,0.7206907272338867,False,-1,0.4345591366291046,0.54728830854098,0.1908793648084004,1.294007829303583,2,4,0.0320977345108985,0.0146663251022497,0.450815886259079,0.2226043318708737,0.2599365214506785,0.019879236506919,False,glacier_sea,2.0736747299060347,36
2462,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4e1e1c.jpg,pool_4e1e1c.jpg,0,0.2772566378116607,0,0.2524140477180481,5,0.2637371122837066,False,-1,0.2524140477180481,0.2644692659378052,0.0005474438269932,1.7100791001931868,5,0,0.2403384645779927,0.0700432658195495,0.0993388071656227,0.1639543945590655,0.185439184308052,0.240885908404986,False,buildings_street,2.01269526376176,37
3223,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6d390d.jpg,pool_6d390d.jpg,2,0.2251854389905929,2,0.2766841650009155,3,0.2628647089004516,False,-1,0.2251854389905929,0.2549114376306534,0.0247484693924585,1.744618686333805,2,3,0.1676685412724813,0.1623820985356966,0.2390734106302261,0.2143249412377675,0.0885516429940859,0.1279993678132693,False,glacier_mountain,2.0085365242646662,38
3845,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8706b3.jpg,pool_8706b3.jpg,5,0.235359713435173,4,0.2402673810720443,5,0.3306117057800293,False,-1,0.235359713435173,0.2687462667624156,0.01617165406545,1.6986746191153956,5,0,0.2347212880849838,0.049460120499134,0.1514610896507899,0.1319577842950821,0.181506743033727,0.2508929421504338,False,buildings_street,1.9998993932953488,39
4707,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ac4f6f.jpg,pool_ac4f6f.jpg,2,0.2907015085220337,2,0.3036321401596069,0,0.2827693223953247,False,-1,0.2827693223953247,0.2923676570256551,0.0278478016455968,1.7055032567891657,2,4,0.1871609439452489,0.065045000364383,0.25947338839372,0.1432012567917505,0.2316255867481231,0.1134938051303227,False,glacier_sea,1.9949422960493917,40
3511,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_799aed.jpg,pool_799aed.jpg,2,0.2600690424442291,2,0.3091670274734497,3,0.3527189195156097,False,-1,0.2600690424442291,0.3073183298110962,0.0055670887231826,1.6496073093353807,3,2,0.0811404064297676,0.1609725306431452,0.2793638507525126,0.2849309394756953,0.1334831217924753,0.0601091782251993,False,glacier_mountain,1.9915419395667047,41
