id,image_path,label,label_name,weight,source,confidence,margin
3529,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7a080b.jpg,0,buildings,1.0,hard_boundary_resolved,0.4792,0.3239
708,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_054155.jpg,0,buildings,1.0,hard_boundary_resolved,0.4773,0.2415
5224,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c35c5e.jpg,0,buildings,1.0,hard_boundary_resolved,0.4884,0.3104
3667,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7ff225.jpg,0,buildings,1.0,hard_boundary_resolved,0.5032,0.2995
3780,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8458c2.jpg,0,buildings,1.0,hard_boundary_resolved,0.5109,0.3479
6076,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e97a8e.jpg,0,buildings,1.0,hard_boundary_resolved,0.4821,0.2673
2768,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5b2cb3.jpg,0,buildings,1.0,hard_boundary_resolved,0.5377,0.3572
1685,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2ed45d.jpg,0,buildings,1.0,hard_boundary_resolved,0.4594,0.2268
6175,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ed6e0d.jpg,0,buildings,1.0,hard_boundary_resolved,0.5029,0.2533
4376,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9f0977.jpg,0,buildings,1.0,hard_boundary_resolved,0.5301,0.3366
3499,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7924c5.jpg,0,buildings,1.0,hard_boundary_resolved,0.5196,0.3202
2684,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_57ca1a.jpg,0,buildings,1.0,hard_boundary_resolved,0.5002,0.2787
3215,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6cce25.jpg,0,buildings,1.0,hard_boundary_resolved,0.5182,0.3078
1908,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_36f9a3.jpg,0,buildings,1.0,hard_boundary_resolved,0.531,0.3567
2858,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5eb63d.jpg,0,buildings,1.0,hard_boundary_resolved,0.5479,0.3774
1698,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2f7ec2.jpg,0,buildings,1.0,hard_boundary_resolved,0.5695,0.4373
6155,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ec79d9.jpg,0,buildings,1.0,hard_boundary_resolved,0.4695,0.1844
5093,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_bd87f7.jpg,0,buildings,1.0,hard_boundary_resolved,0.5337,0.3248
4204,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_97437a.jpg,0,buildings,1.0,hard_boundary_resolved,0.5178,0.2647
1744,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_316146.jpg,0,buildings,1.0,hard_boundary_resolved,0.4523,0.1097
3260,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6e98c4.jpg,0,buildings,1.0,hard_boundary_resolved,0.4713,0.184
5750,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_daa647.jpg,0,buildings,1.0,hard_boundary_resolved,0.5445,0.3498
2741,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5a2c1d.jpg,0,buildings,1.0,hard_boundary_resolved,0.4715,0.1655
2359,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4a4678.jpg,0,buildings,1.0,hard_boundary_resolved,0.5092,0.24
996,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1164c1.jpg,0,buildings,1.0,hard_boundary_resolved,0.5726,0.4445
5723,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d99a19.jpg,0,buildings,1.0,hard_boundary_resolved,0.4966,0.2007
5764,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_db2a2d.jpg,0,buildings,1.0,hard_boundary_resolved,0.5511,0.3771
1782,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_329bc2.jpg,0,buildings,1.0,hard_boundary_resolved,0.5232,0.289
4283,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9aad82.jpg,0,buildings,1.0,hard_boundary_resolved,0.4782,0.2049
3061,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_66cd36.jpg,0,buildings,1.0,hard_boundary_resolved,0.5162,0.2849
5047,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_bb0400.jpg,0,buildings,1.0,hard_boundary_resolved,0.5364,0.3041
862,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0b803a.jpg,0,buildings,1.0,hard_boundary_resolved,0.4975,0.2735
1508,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2706b9.jpg,0,buildings,1.0,hard_boundary_resolved,0.5597,0.3945
3202,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6c503f.jpg,0,buildings,1.0,hard_boundary_resolved,0.5853,0.4513
2971,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_635c6b.jpg,0,buildings,1.0,hard_boundary_resolved,0.4816,0.1616
4628,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a9865f.jpg,0,buildings,1.0,hard_boundary_resolved,0.5122,0.2347
3440,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_763699.jpg,0,buildings,1.0,hard_boundary_resolved,0.5616,0.3656
1617,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2c5cd2.jpg,0,buildings,1.0,hard_boundary_resolved,0.5316,0.2794
1095,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_14fcea.jpg,0,buildings,1.0,hard_boundary_resolved,0.4657,0.1158
