id,image_path,label,label_name,weight,source
5893,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e1a97f.jpg",0,buildings,1.0,expert_human_final
4146,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_94dc88.jpg",3,mountain,1.0,expert_human_final
6545,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fe1c64.jpg",0,buildings,1.0,expert_human_final
4141,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_94c38d.jpg",3,mountain,1.0,expert_human_final
4870,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b3b051.jpg",4,sea,1.0,expert_human_final
658,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_02dd54.jpg",3,mountain,1.0,expert_human_final
5732,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_da0e5c.jpg",3,mountain,1.0,expert_human_final
983,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_10aa60.jpg",4,sea,1.0,expert_human_final
3504,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7942be.jpg",2,glacier,1.0,expert_human_final
3968,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8cbf34.jpg",2,glacier,1.0,expert_human_final
4025,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8f6ade.jpg",2,glacier,1.0,expert_human_final
3318,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7141cd.jpg",5,street,1.0,expert_human_final
3529,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7a080b.jpg",3,mountain,1.0,expert_human_final
5221,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c3554e.jpg",3,mountain,1.0,expert_human_final
3268,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6edcf8.jpg",4,sea,1.0,expert_human_final
4695,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_abbb20.jpg",0,buildings,1.0,expert_human_final
3176,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6b3b21.jpg",3,mountain,1.0,expert_human_final
3257,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6e7ea2.jpg",0,buildings,1.0,expert_human_final
6267,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f1cd78.jpg",5,street,1.0,expert_human_final
708,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_054155.jpg",3,mountain,1.0,expert_human_final
5224,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c35c5e.jpg",1,forest,1.0,expert_human_final
1098,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_153044.jpg",5,street,1.0,expert_human_final
3667,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7ff225.jpg",0,buildings,1.0,expert_human_final
5370,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c9b93c.jpg",5,street,1.0,expert_human_final
4609,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a8e852.jpg",5,street,1.0,expert_human_final
2993,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_63e588.jpg",4,sea,1.0,expert_human_final
5205,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c2892d.jpg",4,sea,1.0,expert_human_final
3780,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8458c2.jpg",3,mountain,1.0,expert_human_final
6076,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e97a8e.jpg",0,buildings,1.0,expert_human_final
5926,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e37a1a.jpg",0,buildings,1.0,expert_human_final
5421,"/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cbddc9.jpg",0,buildings,1.0,expert_human_final
